Date,Open,High,Low,Close,Adj Close,Volume
17/10/2013,71.425713,72.111427,71.382858,72.071426,66.430534,63398300
18/10/2013,72.284286,72.751427,72.244286,72.69857,67.008606,72635500
21/10/2013,73.110001,74.900002,73.074287,74.480003,68.650589,99526700
22/10/2013,75.201431,75.492859,72.575714,74.267143,68.454407,133515900
23/10/2013,74.14286,75.095711,74.14286,74.994286,69.124641,78430800
24/10/2013,75,76.067146,74.635712,75.987144,70.039803,96191200
25/10/2013,75.902855,76.175713,75.015717,75.137146,69.25631,84448000
28/10/2013,75.577141,75.85714,74.744286,75.697144,69.772476,137610200
29/10/2013,76.610001,77.035713,73.505714,73.811432,68.034363,158951800
30/10/2013,74.230003,75.360001,73.860001,74.985718,69.116737,88540900
31/10/2013,75,75.355713,74.46714,74.671425,68.827049,68924100
01/11/2013,74.860001,74.971428,73.691429,74.290001,68.475479,68722500
04/11/2013,74.442856,75.260002,74.115715,75.25,69.360321,61156900
05/11/2013,74.940002,75.555717,74.714287,75.064285,69.189163,66303300
06/11/2013,74.878571,74.980003,74.028572,74.417145,68.993141,55843900
07/11/2013,74.225716,74.741432,73.197144,73.21286,67.87661,65655100
08/11/2013,73.511429,74.447144,73.227142,74.365715,68.945465,69829200
11/11/2013,74.284286,74.524284,73.487144,74.150002,68.745468,56863100
12/11/2013,73.952858,74.845711,73.85714,74.28714,68.872612,51069200
13/11/2013,74,74.60714,73.851425,74.375717,68.954712,49305200
14/11/2013,74.687141,75.611427,74.552856,75.451431,69.952042,70604800
15/11/2013,75.225716,75.584282,74.927139,74.998573,69.532204,79480100
18/11/2013,74.998573,75.312859,74.028572,74.089996,68.689835,61236000
19/11/2013,74.147141,74.76857,73.995712,74.221428,68.811676,52234700
20/11/2013,74.175713,74.345711,73.475716,73.571426,68.209053,48479200
21/11/2013,73.942856,74.458572,73.381432,74.44857,69.022263,65506700
22/11/2013,74.21714,74.594284,74.075714,74.257141,68.844795,55931400
25/11/2013,74.431427,75.124283,74.428574,74.82,69.366623,57327900
26/11/2013,74.874283,76.591431,74.85714,76.199997,70.646042,100345700
27/11/2013,76.615715,78,76.199997,77.994286,72.309563,90862100
29/11/2013,78.497147,79.761429,78.258568,79.438568,73.648575,79531900
02/12/2013,79.714287,80.618568,78.688568,78.747147,73.007538,118136200
03/12/2013,79.757141,80.91143,79.668571,80.902855,75.006126,112742000
04/12/2013,80.785713,81.312859,80.117142,80.714287,74.831306,94452400
05/12/2013,81.807144,82.162857,80.915718,81.128571,75.215393,111895000
06/12/2013,80.827141,80.964287,79.938568,80.002853,74.171722,86088100
09/12/2013,80.128571,81.368568,80.128571,80.918571,75.020699,80123400
10/12/2013,80.511429,81.125717,80.171425,80.792854,74.904144,69567400
11/12/2013,81,81.567146,79.955711,80.194283,74.349205,89929700
12/12/2013,80.305717,80.762856,80.004288,80.077141,74.240593,65572500
13/12/2013,80.407143,80.41143,79.095711,79.204285,73.431366,83205500
16/12/2013,79.288574,80.377144,79.28714,79.64286,73.837967,70648200
17/12/2013,79.401428,79.919998,79.054283,79.284286,73.505524,57475600
18/12/2013,78.528572,78.778572,76.971428,78.681427,72.946625,141465800
19/12/2013,78.5,78.571426,77.675713,77.779999,72.110886,80077200
20/12/2013,77.918571,78.80143,77.831429,78.431427,72.714844,109103400
23/12/2013,81.14286,81.531425,80.394287,81.441429,75.505447,125326600
24/12/2013,81.412857,81.697144,80.861427,81.095711,75.184914,41888700
26/12/2013,81.157143,81.35714,80.482857,80.557144,74.685608,51002000
27/12/2013,80.545715,80.629997,79.928574,80.012856,74.181,56471100
30/12/2013,79.637146,80.012856,78.902855,79.21714,73.443275,63407400
31/12/2013,79.167145,80.182854,79.14286,80.145714,74.304169,55771100
02/01/2014,79.382858,79.575714,78.860001,79.01857,73.259171,58671200
03/01/2014,78.980003,79.099998,77.204285,77.28286,71.649979,98116900
06/01/2014,76.778572,78.114288,76.228569,77.704285,72.040665,103152700
07/01/2014,77.760002,77.994286,76.845711,77.148575,71.525482,79302300
08/01/2014,76.972855,77.937141,76.955711,77.637146,71.978439,64632400
09/01/2014,78.114288,78.122856,76.478569,76.645714,71.05928,69787200
10/01/2014,77.118568,77.257141,75.872856,76.134285,70.585136,76244000
13/01/2014,75.701431,77.5,75.697144,76.53286,70.954643,94623200
14/01/2014,76.888573,78.104286,76.808571,78.055717,72.366508,83140400
15/01/2014,79.074287,80.028572,78.808571,79.622856,73.819427,97909700
16/01/2014,79.271431,79.550003,78.811432,79.178574,73.407501,57319500
17/01/2014,78.78286,78.867142,77.128571,77.238571,71.608925,106684900
21/01/2014,77.284286,78.581429,77.202858,78.438568,72.721451,82131700
22/01/2014,78.701431,79.612854,78.258568,78.78714,73.044617,94996300
23/01/2014,78.562859,79.5,77.830002,79.454285,73.663139,100809800
24/01/2014,79.14286,79.374283,77.821426,78.010002,72.324127,107338700
27/01/2014,78.581429,79.257141,77.964287,78.64286,72.910835,138719700
28/01/2014,72.68,73.571426,71.724289,72.35714,67.083275,266380800
29/01/2014,71.992859,72.48143,71.23143,71.535713,66.321724,125702500
30/01/2014,71.791428,72.35714,70.957146,71.397141,66.19326,169625400
31/01/2014,70.739998,71.647141,70.507141,71.514282,66.301849,116199300
03/02/2014,71.80143,72.53286,71.328575,71.647141,66.425018,100366000
04/02/2014,72.264282,72.779999,71.822861,72.684288,67.386581,94170300
05/02/2014,72.365715,73.611427,72.321426,73.227142,67.889877,82086200
06/02/2014,72.865715,73.35714,72.544289,73.215714,68.285576,64441300
07/02/2014,74.482857,74.704285,73.91143,74.239998,69.240891,92570100
10/02/2014,74.094284,75.998573,74,75.57,70.481323,86389800
11/02/2014,75.80143,76.821426,75.64286,76.565712,71.410004,70564200
12/02/2014,76.707146,77.080002,76.177139,76.559998,71.404671,77025200
13/02/2014,76.379997,77.835716,76.314285,77.775711,72.538506,76849500
14/02/2014,77.495712,77.997147,77.315712,77.71286,72.479904,68231100
18/02/2014,78,78.741432,77.944283,77.998573,72.746391,65062900
19/02/2014,77.821426,78.127144,76.335716,76.767143,71.597878,78442000
20/02/2014,76.141426,76.714287,75.571426,75.878571,70.769112,76464500
21/02/2014,76.112854,76.367142,74.942856,75.035713,69.983017,69696200
24/02/2014,74.735718,75.702858,74.631432,75.364288,70.289467,72227400
25/02/2014,75.625717,75.652855,74.428574,74.580002,69.558014,57988000
26/02/2014,74.80143,75,73.657143,73.907143,68.93045,69054300
27/02/2014,73.877144,75.540001,73.721428,75.381432,70.305466,75470500
28/02/2014,75.582855,76.10714,74.58857,75.177139,70.114929,92992200
03/03/2014,74.774284,75.807144,74.687141,75.394287,70.317451,59695300
04/03/2014,75.85714,76.091431,75.395714,75.891426,70.78112,64785000
05/03/2014,75.845711,76.39286,75.589996,76.05143,70.930351,50015700
06/03/2014,76.112854,76.348572,75.442856,75.821426,70.715843,46372200
07/03/2014,75.870003,75.997147,75.150002,75.777145,70.674538,55182400
10/03/2014,75.480003,76.190002,75.477142,75.845711,70.73848,44646000
11/03/2014,76.492859,76.96286,76.084282,76.584282,71.427307,69806100
12/03/2014,76.358574,76.764282,76,76.658569,71.496605,49831600
13/03/2014,76.777145,77.094284,75.594284,75.807144,70.702507,64435700
14/03/2014,75.541428,75.841431,74.714287,74.955711,69.908417,59299800
17/03/2014,75.385712,75.709999,75.121429,75.248573,70.181564,49886200
18/03/2014,75.128571,75.995712,75.028572,75.914284,70.802422,52411800
19/03/2014,76.03714,76.605713,75.571426,75.894287,70.783783,56189000
20/03/2014,75.69857,76.095711,75.335716,75.528572,70.442688,52099600
21/03/2014,75.989998,76.25,75.190002,76.124283,70.998283,93511600
24/03/2014,76.917145,77.214287,76.437141,77.027145,71.840363,88925200
25/03/2014,77.35714,77.964287,77.084282,77.855713,72.613129,70573300
26/03/2014,78.074287,78.428574,76.980003,77.111427,71.918976,74942000
27/03/2014,77.145714,77.35714,76.445717,76.779999,71.609863,55507900
28/03/2014,76.902855,76.991432,76.321426,76.694283,71.529915,50141000
31/03/2014,77.03286,77.258568,76.561432,76.677139,71.513916,42167300
01/04/2014,76.822861,77.410004,76.681427,77.378571,72.168106,50190000
02/04/2014,77.482857,77.639999,77.18,77.507141,72.28804,45105200
03/04/2014,77.341431,77.5,76.805717,76.970001,71.787064,40586000
04/04/2014,77.115715,77.14286,75.797142,75.974289,70.858406,68812800
07/04/2014,75.431427,75.842857,74.555717,74.781425,69.745888,72462600
08/04/2014,75.027145,75.160004,74.099998,74.777145,69.741867,60972100
09/04/2014,74.662857,75.784286,74.574287,75.760002,70.658554,51542400
10/04/2014,75.811432,76.034286,74.738571,74.78286,69.747208,59913000
11/04/2014,74.14286,74.690002,73.877144,74.230003,69.231575,67929400
14/04/2014,74.557144,74.594284,73.887146,74.525711,69.50737,51418500
15/04/2014,74.324287,74.519997,73.047142,73.994286,69.011726,66622500
16/04/2014,74.007141,74.441429,73.44857,74.144287,69.151627,53691400
17/04/2014,74.285713,75.394287,74.171425,74.991432,69.941727,71083600
21/04/2014,75.048569,76.019997,74.851425,75.881432,70.771805,45637200
22/04/2014,75.472855,75.975716,75.214287,75.957146,70.842415,50640800
23/04/2014,75.580002,75.875717,74.921425,74.964287,69.916405,98735000
24/04/2014,81.172859,81.428574,80.104286,81.110001,75.648293,189977900
25/04/2014,80.647141,81.71286,80.565712,81.705711,76.203888,97568800
28/04/2014,81.828575,85.10714,81.792854,84.870003,79.155083,167371400
29/04/2014,84.82,85.139999,84.215714,84.618568,78.920586,84344400
30/04/2014,84.662857,85.632858,84.257141,84.298569,78.622139,114160200
01/05/2014,84.571426,84.971428,83.765717,84.497147,78.807358,61012000
02/05/2014,84.620003,84.885712,84.244286,84.654289,78.953911,47878600
05/05/2014,84.305717,85.85714,84.285713,85.851425,80.07045,71766800
06/05/2014,85.971428,86.344284,84.915718,84.915718,79.197746,93641100
07/05/2014,85.035713,85.327141,83.961426,84.618568,78.920586,70716100
08/05/2014,84.035713,84.915718,83.771431,83.998573,78.779922,57574300
09/05/2014,83.505714,83.75,82.904289,83.648575,78.451675,72899400
12/05/2014,83.927139,84.808571,83.914284,84.690002,79.428383,53302200
13/05/2014,84.571426,84.934288,84.385712,84.822861,79.552994,39934300
14/05/2014,84.632858,85.342857,84.534286,84.83857,79.567726,41601000
15/05/2014,84.957146,85.228569,84.005714,84.117142,78.891113,57711500
16/05/2014,84.089996,85.361427,83.628571,85.358574,80.055435,69064100
19/05/2014,85.407143,86.761429,85.332855,86.370003,81.004021,79438800
20/05/2014,86.358574,86.628571,85.818573,86.387146,81.020103,58709000
21/05/2014,86.261429,86.671425,86.008568,86.615715,81.234459,49214900
22/05/2014,86.657143,87.121429,86.300003,86.752853,81.363091,50190000
23/05/2014,86.75,87.818573,86.638573,87.732857,82.282211,58052400
27/05/2014,87.982857,89.408569,87.947144,89.375717,83.82299,87216500
28/05/2014,89.431427,89.975716,89.111427,89.144287,83.605942,78870400
29/05/2014,89.692856,90.98143,89.681427,90.76857,85.129318,94118500
30/05/2014,91.139999,92.024284,89.842857,90.428574,84.810448,141005200
02/06/2014,90.565712,90.690002,88.928574,89.807144,84.227615,92337700
03/06/2014,89.779999,91.248573,89.75,91.077141,85.418724,73177300
04/06/2014,91.062859,92.555717,90.872856,92.117142,86.394096,83870500
05/06/2014,92.314285,92.767143,91.80143,92.478569,86.733063,75951400
06/06/2014,92.842857,93.03714,92.067146,92.224289,86.494591,87484600
09/06/2014,92.699997,93.879997,91.75,93.699997,87.878624,75415000
10/06/2014,94.730003,95.050003,93.57,94.25,88.394432,62777000
11/06/2014,94.129997,94.760002,93.470001,93.860001,88.028679,45681000
12/06/2014,94.040001,94.120003,91.900002,92.290001,86.556221,54749000
13/06/2014,92.199997,92.440002,90.879997,91.279999,85.608955,54525000
16/06/2014,91.510002,92.75,91.449997,92.199997,86.471817,35561000
17/06/2014,92.309998,92.699997,91.800003,92.080002,86.359276,29726000
18/06/2014,92.269997,92.290001,91.349998,92.18,86.453049,33514000
19/06/2014,92.290001,92.300003,91.339996,91.860001,86.152931,35528000
20/06/2014,91.849998,92.550003,90.900002,90.910004,85.261963,100898000
23/06/2014,91.32,91.620003,90.599998,90.830002,85.186913,43694000
24/06/2014,90.75,91.739998,90.190002,90.279999,84.671097,39036000
25/06/2014,90.209999,90.699997,89.650002,90.360001,84.746132,36869000
26/06/2014,90.370003,91.050003,89.800003,90.900002,85.252579,32629000
27/06/2014,90.82,92,90.769997,91.980003,86.265488,64029000
30/06/2014,92.099998,93.730003,92.089996,92.93,87.156464,49482300
01/07/2014,93.519997,94.07,93.129997,93.519997,87.709793,38223000
02/07/2014,93.870003,94.059998,93.089996,93.480003,87.672295,28465000
03/07/2014,93.669998,94.099998,93.199997,94.029999,88.188118,22891800
07/07/2014,94.139999,95.989998,94.099998,95.970001,90.007599,56468000
08/07/2014,96.269997,96.800003,93.919998,95.349998,89.426109,65222000
09/07/2014,95.440002,95.949997,94.760002,95.389999,89.463623,36436000
10/07/2014,93.760002,95.550003,93.519997,95.040001,89.135361,39686000
11/07/2014,95.360001,95.889999,94.860001,95.220001,89.304184,34018000
14/07/2014,95.860001,96.889999,95.650002,96.449997,90.457764,42810000
15/07/2014,96.800003,96.849998,95.029999,95.32,89.39798,45477900
16/07/2014,96.970001,97.099998,94.739998,94.779999,88.891518,53396300
17/07/2014,95.029999,95.279999,92.57,93.089996,87.306511,57298000
18/07/2014,93.620003,94.739998,93.019997,94.43,88.563271,49988000
21/07/2014,94.989998,95,93.720001,93.940002,88.103722,39079000
22/07/2014,94.68,94.889999,94.120003,94.720001,88.835258,55197000
23/07/2014,95.419998,97.879997,95.169998,97.190002,91.151794,92918000
24/07/2014,97.040001,97.32,96.419998,97.029999,91.001747,45729000
25/07/2014,96.849998,97.839996,96.639999,97.669998,91.601959,43469000
28/07/2014,97.82,99.239998,97.550003,99.019997,92.868095,55318000
29/07/2014,99.330002,99.440002,98.25,98.379997,92.267853,43143000
30/07/2014,98.440002,98.699997,97.669998,98.150002,92.052155,33010000
31/07/2014,97.160004,97.449997,95.330002,95.599998,89.660568,56843000
01/08/2014,94.900002,96.620003,94.809998,96.129997,90.157654,48511000
04/08/2014,96.370003,96.580002,95.169998,95.589996,89.651199,39958000
05/08/2014,95.360001,95.68,94.360001,95.120003,89.210396,55933000
06/08/2014,94.75,95.480003,94.709999,94.959999,89.060326,38558000
07/08/2014,94.93,95.949997,94.099998,94.480003,89.050911,46711000
08/08/2014,94.260002,94.82,93.279999,94.739998,89.295982,41865000
11/08/2014,95.269997,96.080002,94.839996,95.989998,90.474129,36585000
12/08/2014,96.040001,96.879997,95.610001,95.970001,90.455307,33795000
13/08/2014,96.150002,97.239998,96.040001,97.239998,91.652313,31916000
14/08/2014,97.330002,97.57,96.800003,97.5,91.897377,28116000
15/08/2014,97.900002,98.190002,96.860001,97.980003,92.349785,48951000
18/08/2014,98.489998,99.370003,97.980003,99.160004,93.461998,47572000
19/08/2014,99.410004,100.68,99.32,100.529999,94.753258,69399000
20/08/2014,100.440002,101.089996,99.949997,100.57,94.79097,52699000
21/08/2014,100.57,100.940002,100.110001,100.580002,94.800385,33478000
22/08/2014,100.290001,101.470001,100.190002,101.32,95.497864,44184000
25/08/2014,101.790001,102.169998,101.279999,101.540001,95.705238,40270000
26/08/2014,101.419998,101.5,100.860001,100.889999,95.092583,33152000
27/08/2014,101.019997,102.57,100.699997,102.129997,96.26133,52369000
28/08/2014,101.589996,102.779999,101.559998,102.25,96.37442,68460000
29/08/2014,102.860001,102.900002,102.199997,102.5,96.610054,44595000
02/09/2014,103.059998,103.739998,102.720001,103.300003,97.364105,53564000
03/09/2014,103.099998,103.199997,98.580002,98.940002,93.254631,125421000
04/09/2014,98.849998,100.089996,97.790001,98.120003,92.481743,85718000
05/09/2014,98.800003,99.389999,98.309998,98.970001,93.282898,58457000
08/09/2014,99.300003,99.309998,98.050003,98.360001,92.707954,46356700
09/09/2014,99.080002,103.080002,96.139999,97.989998,92.359222,189846300
10/09/2014,98.010002,101.110001,97.760002,101,95.196259,100869600
11/09/2014,100.410004,101.440002,99.620003,101.43,95.601555,62353100
12/09/2014,101.209999,102.190002,101.080002,101.660004,95.818336,62626100
15/09/2014,102.809998,103.050003,101.440002,101.629997,95.790039,61316500
16/09/2014,99.800003,101.260002,98.889999,100.860001,95.064293,66908100
17/09/2014,101.269997,101.800003,100.589996,101.580002,95.74292,60926500
18/09/2014,101.93,102.349998,101.559998,101.790001,95.940865,37299400
19/09/2014,102.290001,102.349998,100.5,100.959999,95.158546,70902400
22/09/2014,101.800003,102.139999,100.580002,101.059998,95.252808,52788400
23/09/2014,100.599998,102.940002,100.540001,102.639999,96.741997,63402200
24/09/2014,102.160004,102.849998,101.199997,101.75,95.90316,60171800
25/09/2014,100.510002,100.709999,97.720001,97.870003,92.246124,100092000
26/09/2014,98.529999,100.75,98.400002,100.75,94.960625,62370500
29/09/2014,98.650002,100.440002,98.629997,100.110001,94.357391,49766300
30/09/2014,100.809998,101.540001,100.529999,100.75,94.960625,55264100
01/10/2014,100.589996,100.690002,98.699997,99.18,93.480827,51491300
02/10/2014,99.269997,100.220001,98.040001,99.900002,94.159462,47757800
03/10/2014,99.440002,100.209999,99.040001,99.620003,93.895561,43469600
06/10/2014,99.949997,100.650002,99.419998,99.620003,93.895561,37051200
07/10/2014,99.43,100.120003,98.730003,98.75,93.075546,42094200
08/10/2014,98.760002,101.110001,98.309998,100.800003,95.007736,57404700
09/10/2014,101.540001,102.379997,100.610001,101.019997,95.215088,77376500
10/10/2014,100.690002,102.029999,100.300003,100.730003,94.941765,66331600
13/10/2014,101.330002,101.779999,99.809998,99.809998,94.074638,53583400
14/10/2014,100.389999,100.519997,98.57,98.75,93.075546,63688600
15/10/2014,97.970001,99.150002,95.18,97.540001,91.935074,100933600
16/10/2014,95.550003,97.720001,95.410004,96.260002,90.728638,72154500
17/10/2014,97.5,99,96.809998,97.669998,92.057602,68179700
20/10/2014,98.32,99.959999,98.220001,99.760002,94.027512,77517300
21/10/2014,103.019997,103.019997,101.269997,102.470001,96.581772,94623900
22/10/2014,102.839996,104.110001,102.599998,102.989998,97.071907,68263100
23/10/2014,104.080002,105.050003,103.629997,104.830002,98.806183,71074700
24/10/2014,105.18,105.489998,104.529999,105.220001,99.173744,47053900
27/10/2014,104.849998,105.480003,104.699997,105.110001,99.070076,34187700
28/10/2014,105.400002,106.739998,105.349998,106.739998,100.606407,48060900
29/10/2014,106.650002,107.370003,106.360001,107.339996,101.171928,52687900
